,melyseg,az_talajnem,az_jel,az_szin,al_talajtipus,al_allapot,al_szin
0,0.0,,,black,,,black
1,0.02,,,black,,,black
2,0.04,,,black,,,black
3,0.06,,,black,,,black
4,0.08,,,black,,,black
5,0.1,,,black,,,black
6,0.12,,,black,,,black
7,0.14,,,black,,,black
8,0.16,,,black,,,black
9,0.18,,,black,,,black
10,0.2,,,black,,,black
11,0.22,AGYAG,Cl,#ff9999,2.0,nagyon puha,#ffff80
12,0.24,"érzékeny, finom szemcsés TALAJ",S,#cc3a00,1.0,nagyon laza,#e0e4eb
13,0.26,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,1.0,nagyon laza,#e0e4eb
14,0.28,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,1.0,nagyon laza,#e0e4eb
15,0.3,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,nagyon laza,#e0e4eb
16,0.32,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,nagyon laza,#e0e4eb
17,0.34,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
18,0.36,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
19,0.38,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
20,0.4,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
21,0.42,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
22,0.44,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
23,0.46,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
24,0.48,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
25,0.5,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
26,0.52,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
27,0.54,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
28,0.56,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
29,0.58,iszapos AGYAG - AGYAG,siCl-Cl,#666666,2.0,kemény,#1f7a7a
30,0.6,iszapos AGYAG - AGYAG,siCl-Cl,#666666,2.0,kemény,#1f7a7a
31,0.62,iszapos AGYAG - AGYAG,siCl-Cl,#666666,2.0,kemény,#1f7a7a
32,0.64,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
33,0.66,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
34,0.68,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
35,0.7,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
36,0.72,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
37,0.74,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
38,0.76,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
39,0.78,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
40,0.8,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
41,0.82,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
42,0.84,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
43,0.86,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
44,0.88,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
45,0.9,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
46,0.92,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
47,0.94,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
48,0.96,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
49,0.98,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
50,1.0,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
51,1.02,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
52,1.04,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
53,1.06,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
54,1.08,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
55,1.1,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
56,1.12,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
57,1.14,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
58,1.16,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
59,1.18,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
60,1.2,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
61,1.22,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
62,1.24,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
63,1.26,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
64,1.28,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
65,1.3,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
66,1.32,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
67,1.34,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
68,1.36,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
69,1.38,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
70,1.4,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
71,1.42,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
72,1.44,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
73,1.46,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
74,1.48,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
75,1.5,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
76,1.52,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
77,1.54,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
78,1.56,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
79,1.58,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
80,1.6,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
81,1.62,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
82,1.64,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
83,1.66,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
84,1.68,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
85,1.7,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
86,1.72,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
87,1.74,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
88,1.76,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
89,1.78,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
90,1.8,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
91,1.82,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
92,1.84,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
93,1.86,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
94,1.88,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
95,1.9,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
96,1.92,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
97,1.94,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
98,1.96,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
99,1.98,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
100,2.0,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
101,2.02,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
102,2.04,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
103,2.06,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
104,2.08,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
105,2.1,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
106,2.12,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
107,2.14,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
108,2.16,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
109,2.18,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
110,2.2,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
111,2.22,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
112,2.24,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
113,2.26,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
114,2.28,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
115,2.3,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
116,2.32,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
117,2.34,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
118,2.36,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
119,2.38,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
120,2.4,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
121,2.42,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
122,2.44,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
123,2.46,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
124,2.48,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
125,2.5,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
126,2.52,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
127,2.54,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
128,2.56,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
129,2.58,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
130,2.6,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
131,2.62,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
132,2.64,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
133,2.66,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
134,2.68,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
135,2.7,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
136,2.72,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
137,2.74,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
138,2.76,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
139,2.78,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
140,2.8,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
141,2.82,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
142,2.84,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
143,2.86,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
144,2.88,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
145,2.9,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
146,2.92,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
147,2.94,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
148,2.96,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
149,2.98,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
150,3.0,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
151,3.02,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
152,3.04,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
153,3.06,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
154,3.08,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
155,3.1,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
156,3.12,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
157,3.14,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
158,3.16,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
159,3.18,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
160,3.2,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
161,3.22,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
162,3.24,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
163,3.26,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
164,3.28,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
165,3.3,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
166,3.32,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
167,3.34,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
168,3.36,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
169,3.38,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
170,3.4,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
171,3.42,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
172,3.44,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
173,3.46,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
174,3.48,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
175,3.5,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
176,3.52,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
177,3.54,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
178,3.56,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
179,3.58,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
180,3.6,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
181,3.62,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
182,3.64,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
183,3.66,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
184,3.68,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
185,3.7,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
186,3.72,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
187,3.74,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
188,3.76,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
189,3.78,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
190,3.8,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
191,3.82,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
192,3.84,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
193,3.86,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
194,3.88,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
195,3.9,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
196,3.92,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
197,3.94,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
198,3.96,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
199,3.98,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
200,4.0,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
201,4.02,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
202,4.04,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,tömör,#52607a
203,4.06,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
204,4.08,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
205,4.1,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
206,4.12,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
207,4.14,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
208,4.16,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
209,4.18,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
210,4.2,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
211,4.22,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
212,4.24,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
213,4.26,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
214,4.28,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
215,4.3,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
216,4.32,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
217,4.34,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
218,4.36,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
219,4.38,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
220,4.4,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
221,4.42,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
222,4.44,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
223,4.46,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
224,4.48,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
225,4.5,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
226,4.52,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
227,4.54,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
228,4.56,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
229,4.58,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
230,4.6,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
231,4.62,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
232,4.64,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
233,4.66,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
234,4.68,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
235,4.7,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
236,4.72,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
237,4.74,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
238,4.76,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
239,4.78,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
240,4.8,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
241,4.82,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
242,4.84,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
243,4.86,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
244,4.88,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
245,4.9,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
246,4.92,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
247,4.94,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
248,4.96,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
249,4.98,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
250,5.0,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
251,5.02,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
252,5.04,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
253,5.06,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
254,5.08,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
255,5.1,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
256,5.12,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
257,5.14,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
258,5.16,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
259,5.18,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
260,5.2,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
261,5.22,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
262,5.24,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
263,5.26,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
264,5.28,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
265,5.3,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
266,5.32,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
267,5.34,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
268,5.36,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
269,5.38,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
270,5.4,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
271,5.42,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
272,5.44,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
273,5.46,HOMOK,Sa,#ffbf80,1.0,közepesen tömör,#8593ad
274,5.48,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
275,5.5,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
276,5.52,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
277,5.54,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
278,5.56,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
279,5.58,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
280,5.6,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
281,5.62,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
282,5.64,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
283,5.66,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
284,5.68,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
285,5.7,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
286,5.72,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
287,5.74,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
